Container,Batch Name,Number of Ballots
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 9,144
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 10,107
Advance Voting,ICC - AV Etris-Darnell Comm Rec ICP 2 - 1,232
Advance Voting,ICC - AV Etris-Darnell Comm Rec ICP 2 - 2,267
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 11,134
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 12,77
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 13,20
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 14,69
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 15,124
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 16,152
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 17,160
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 18,112
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 19,121
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 20,130
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 21,40
Advance Voting,ICC -AV Grant Park Rec Ctr ICP 1 - 2,1
Advance Voting,ICC -AV-Grant Park Rec Ctr ICP 2 - 22,2
Advance Voting,ICC - AV-Grant Park Rec Ctr ICP 3 - 8,3
